Vref ,M2_L,M3_L,M0_L,M1_L,M4_L,M6_L,M0_W,M1_W,M2_W,M3_W,M4_W,M6_W,M0_nf,M1_nf,M2_nf,M3_nf,M4_nf,M6_nf,M0_M,M1_M,M2_M,M3_M,M4_M,M6_M
900.0E-3,60.00E-9,60.00E-9,60.00E-9,60.00E-9,60.00E-9,60.00E-9,166.0E-6,160.0E-6,766.0E-6,866.0E-6,866.0E-6,766.0E-6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10.00,10.00,10.00,10.00
